IP,SPEED,LAST_CHECK_TIME,DNS_POSITION,PORT,TYPE
125.121.113.127,0.14秒,17-02-27 08:05,浙江杭州,808,HTTP
125.122.170.190,0.45秒,17-02-27 04:45,浙江杭州,808,HTTP
115.234.129.201,2.949秒,17-02-27 04:44,浙江温州,8998,HTTP
60.176.235.140,0.299秒,17-02-27 00:44,浙江杭州,808,HTTP
125.118.75.95,1.863秒,17-02-27 00:36,浙江杭州,808,HTTP
106.46.136.126,0.663秒,17-02-28 22:38,,808,HTTP
220.191.102.82,1.532秒,17-02-28 22:36,浙江杭州,808,HTTP
125.121.120.120,0.281秒,17-02-27 21:27,浙江杭州,808,HTTP
182.87.240.244,2.693秒,17-02-27 21:27,江西,808,HTTP
115.230.140.197,0.267秒,17-02-27 19:16,浙江嘉兴,8998,HTTP
125.121.123.172,0.166秒,17-02-27 19:10,浙江杭州,808,HTTP
123.169.88.194,0.426秒,17-02-27 16:10,山东淄博,808,HTTP
117.90.208.80,0.158秒,17-02-27 16:04,江苏镇江,8998,HTTP
220.191.100.141,0.2秒,17-02-28 15:00,浙江杭州,808,HTTP
125.121.120.72,6.631秒,17-02-28 15:00,浙江杭州,808,HTTP
121.228.84.88,2.595秒,17-02-28 19:21,江苏苏州,8998,HTTP
183.159.1.63,0.432秒,17-02-28 19:18,浙江杭州,80,HTTP
125.118.5.48,1.5秒,17-02-28 04:27,浙江杭州,808,HTTP
125.120.42.139,0.785秒,17-02-28 04:22,浙江杭州,808,HTTP
59.63.123.19,0.491秒,17-03-01 12:18,江西南昌,808,HTTP
111.72.127.38,2.719秒,17-03-01 12:18,江西吉安,808,HTTP
125.118.148.192,0.274秒,17-02-28 07:18,浙江杭州,808,HTTP
59.32.95.62,0.342秒,17-02-28 07:18,广东梅州,808,HTTP
106.46.136.117,3.307秒,17-03-01 06:11,,808,HTTP
175.155.25.32,0.249秒,17-03-01 06:02,四川德阳,808,HTTP
111.76.178.62,0.483秒,17-03-01 00:50,江西新余,808,HTTP
110.73.0.172,3.701秒,17-03-01 00:45,广西防城港,8123,HTTP
106.46.136.65,2.057秒,17-02-28 11:53,,808,HTTP
115.198.38.234,0.214秒,17-02-28 11:46,浙江杭州,808,HTTP
183.68.174.223,0.643秒,17-03-01 14:31,重庆,8998,HTTP
175.155.25.31,0.212秒,17-03-01 14:30,四川德阳,808,HTTP
106.46.136.233,0.156秒,17-02-26 12:07,,808,HTTP
125.118.145.185,2.79秒,17-02-26 12:02,浙江杭州,808,HTTP
14.109.110.14,0.365秒,17-02-26 22:01,重庆,8998,HTTP
125.120.204.185,2.587秒,17-02-26 22:00,浙江杭州,808,HTTP
125.121.115.167,1.134秒,17-03-01 09:11,浙江杭州,808,HTTP
125.120.205.102,0.498秒,17-03-01 09:10,浙江杭州,808,HTTP
125.120.205.105,0.62秒,17-02-26 16:03,浙江杭州,808,HTTP
110.73.10.35,0.467秒,17-02-26 16:00,广西防城港,8123,HTTP
111.76.137.117,0.183秒,17-02-27 08:00,江西新余,808,HTTP
220.191.13.208,0.283秒,17-02-27 08:00,浙江杭州,808,HTTP
175.155.188.89,0.894秒,17-02-27 04:40,四川德阳,808,HTTP
111.72.127.204,2.841秒,17-02-27 04:37,江西吉安,808,HTTP
125.118.149.137,0.247秒,17-02-27 00:30,浙江杭州,808,HTTP
125.118.79.171,0.604秒,17-02-27 00:27,浙江杭州,808,HTTP
106.46.136.190,0.137秒,17-02-28 22:33,,808,HTTP
106.46.136.192,3.548秒,17-02-28 22:33,,808,HTTP
121.204.165.172,7.198秒,17-02-27 21:23,福建厦门,8118,HTTP
125.121.115.177,0.236秒,17-02-27 21:20,浙江杭州,808,HTTP
125.118.246.242,1.753秒,17-02-27 19:10,浙江杭州,808,HTTP
125.118.245.28,2.031秒,17-02-27 19:01,浙江杭州,808,HTTP
125.120.11.202,0.616秒,17-02-27 15:57,浙江杭州,808,HTTP
171.43.164.123,0.182秒,17-02-27 15:51,湖北,8998,HTTP
115.204.31.140,0.668秒,17-02-28 14:54,浙江杭州,808,HTTP
106.46.136.26,0.14秒,17-02-28 14:54,,808,HTTP
125.118.241.3,0.527秒,17-02-28 19:18,浙江杭州,808,HTTP
125.118.145.133,0.231秒,17-02-28 19:18,浙江杭州,808,HTTP
125.118.73.107,0.174秒,17-02-28 04:19,浙江杭州,808,HTTP
113.121.245.190,2.554秒,17-02-28 04:19,山东德州,808,HTTP
175.155.245.160,0.224秒,17-03-01 12:18,四川德阳,808,HTTP
106.46.136.194,3.183秒,17-03-01 12:10,,808,HTTP
115.204.26.193,0.278秒,17-02-28 07:18,浙江杭州,808,HTTP
175.155.25.40,0.381秒,17-02-28 07:11,四川德阳,808,HTTP
119.5.0.119,1.162秒,17-03-01 06:00,四川南充,808,HTTP
175.155.25.62,0.228秒,17-03-01 06:00,四川德阳,808,HTTP
111.76.134.61,0.193秒,17-03-01 00:45,江西新余,808,HTTP
183.157.178.234,1.999秒,17-03-01 00:45,浙江杭州,80,HTTP
115.211.102.94,3.111秒,17-02-28 11:45,浙江金华,8998,HTTP
125.120.204.110,0.651秒,17-02-28 11:45,浙江杭州,808,HTTP
220.189.187.77,1.087秒,17-03-01 14:30,浙江台州,8998,HTTP
110.72.4.145,0.311秒,17-03-01 14:28,广西贵港,8123,HTTP
125.118.78.190,7.815秒,17-02-26 12:00,浙江杭州,808,HTTP
175.155.243.6,2.89秒,17-02-26 12:00,四川德阳,808,HTTP
183.128.181.135,0.419秒,17-02-26 22:00,浙江杭州,808,HTTP
175.155.243.174,0.269秒,17-02-26 22:00,四川德阳,808,HTTP
115.198.33.178,0.193秒,17-03-01 09:10,浙江杭州,808,HTTP
115.204.27.142,0.241秒,17-03-01 09:10,浙江杭州,808,HTTP
125.118.146.72,0.477秒,17-02-26 15:57,浙江杭州,808,HTTP
115.204.26.5,0.364秒,17-02-26 15:54,浙江杭州,808,HTTP
125.121.119.202,0.35秒,17-02-27 08:00,浙江杭州,808,HTTP
125.122.118.116,0.722秒,17-02-27 08:00,浙江杭州,808,HTTP
111.76.225.251,6.39秒,17-02-27 04:36,江西南昌,808,HTTP
111.72.126.216,1.24秒,17-02-27 04:34,江西吉安,808,HTTP
125.122.171.78,0.207秒,17-02-27 00:27,浙江杭州,808,HTTP
111.76.129.38,5.304秒,17-02-27 00:27,江西新余,808,HTTP
182.88.207.124,6.856秒,17-02-28 22:27,广西南宁,8123,HTTP
125.121.120.215,0.288秒,17-02-28 22:27,浙江杭州,808,HTTP
125.120.201.153,0.519秒,17-02-27 21:20,浙江杭州,808,HTTP
115.198.36.78,0.441秒,17-02-27 21:18,浙江杭州,808,HTTP
125.120.205.210,0.184秒,17-02-27 19:00,浙江杭州,808,HTTP
125.118.241.38,3.165秒,17-02-27 18:54,浙江杭州,808,HTTP
171.38.162.147,3.607秒,17-02-27 15:50,广西钦州,8123,HTTP
112.114.214.71,6.095秒,17-02-27 15:46,云南昆明,8998,HTTP
171.38.87.224,1.706秒,17-02-28 14:52,广西玉林,8123,HTTP
171.38.210.18,1.318秒,17-02-28 14:51,广西钦州,8123,HTTP
125.118.246.171,1.971秒,17-02-28 19:18,浙江杭州,808,HTTP
175.155.24.17,0.239秒,17-02-28 19:11,四川德阳,808,HTTP
113.121.40.160,6.288秒,17-02-28 04:18,山东烟台,808,HTTP
59.52.119.207,0.38秒,17-02-28 04:17,江西南昌,8998,HTTP
113.69.39.117,0.193秒,17-03-01 12:10,广东佛山,808,HTTP
121.31.156.82,0.243秒,17-03-01 12:09,广西北海,8123,HTTP
175.155.24.27,0.253秒,17-02-28 07:10,四川德阳,808,HTTP
125.120.201.165,0.274秒,17-02-28 07:10,浙江杭州,808,HTTP
115.204.30.220,1.514秒,17-03-01 06:00,浙江杭州,808,HTTP
113.69.166.230,0.533秒,17-03-01 05:55,广东佛山,808,HTTP
106.46.136.124,0.178秒,17-03-01 00:43,,808,HTTP
113.69.167.213,0.202秒,17-03-01 00:42,广东佛山,808,HTTP
125.118.77.21,3.539秒,17-02-28 11:45,浙江杭州,808,HTTP
175.155.242.133,0.323秒,17-02-28 11:42,四川德阳,808,HTTP
125.118.150.235,0.163秒,17-03-01 14:27,浙江杭州,808,HTTP
175.155.246.208,0.317秒,17-03-01 14:27,四川德阳,808,HTTP
125.118.247.204,0.199秒,17-02-26 11:54,浙江杭州,808,HTTP
115.204.25.186,0.402秒,17-02-26 11:54,浙江杭州,808,HTTP
113.123.77.43,0.435秒,17-02-26 21:45,山东滨州,808,HTTP
125.121.115.131,2.698秒,17-02-26 21:43,浙江杭州,808,HTTP
111.72.126.23,2.42秒,17-03-01 09:09,江西吉安,808,HTTP
115.204.30.163,5.883秒,17-03-01 09:03,浙江杭州,808,HTTP
125.118.148.158,2.815秒,17-02-26 15:54,浙江杭州,808,HTTP
114.107.54.83,0.146秒,17-02-26 15:30,安徽巢湖,8998,HTTP
111.76.187.98,3.538秒,17-02-27 08:00,江西新余,808,HTTP
125.122.171.92,6.528秒,17-02-27 08:00,浙江杭州,808,HTTP
175.155.25.50,0.24秒,17-02-27 04:33,四川德阳,808,HTTP
60.176.236.17,0.578秒,17-02-27 04:31,浙江杭州,808,HTTP
125.118.69.207,0.182秒,17-02-27 00:27,浙江杭州,808,HTTP
125.118.77.179,0.303秒,17-02-27 00:27,浙江杭州,808,HTTP
60.176.232.205,0.219秒,17-02-28 22:27,浙江杭州,808,HTTP
106.46.136.172,4.767秒,17-02-28 22:27,,808,HTTP
125.117.199.7,0.188秒,17-02-27 21:18,浙江金华,8998,HTTP
59.32.95.238,0.283秒,17-02-27 21:18,广东梅州,808,HTTP
220.191.100.205,0.274秒,17-02-27 18:50,浙江杭州,808,HTTP
125.118.245.94,0.172秒,17-02-27 18:45,浙江杭州,808,HTTP
180.126.5.185,3.88秒,17-02-27 15:40,江苏盐城,8998,HTTP
113.123.79.202,6.207秒,17-02-27 15:36,山东滨州,808,HTTP
125.120.203.33,4.039秒,17-02-28 14:45,浙江杭州,808,HTTP
125.118.79.206,5.98秒,17-02-28 14:40,浙江杭州,808,HTTP
125.118.244.93,3.164秒,17-02-28 19:09,浙江杭州,808,HTTP
123.169.86.119,5.317秒,17-02-28 19:09,山东淄博,808,HTTP
125.122.116.33,0.496秒,17-02-28 04:16,浙江杭州,808,HTTP
183.141.147.107,5.554秒,17-02-28 04:13,浙江嘉兴,3128,HTTP
125.118.76.162,0.167秒,17-03-01 12:09,浙江杭州,808,HTTP
125.118.78.50,1.066秒,17-03-01 12:09,浙江杭州,808,HTTP
60.176.238.4,0.16秒,17-02-28 07:10,浙江杭州,808,HTTP
59.32.95.167,0.289秒,17-02-28 07:10,广东梅州,808,HTTP
113.69.165.11,0.586秒,17-03-01 05:51,广东佛山,808,HTTP
220.191.102.178,5.768秒,17-03-01 05:46,浙江杭州,808,HTTP
110.73.166.29,7.944秒,17-03-01 00:37,广西柳州,8123,HTTP
220.191.103.47,0.309秒,17-03-01 00:36,浙江杭州,808,HTTP
106.46.136.189,0.138秒,17-02-28 11:41,,808,HTTP
111.72.127.74,2.791秒,17-02-28 11:41,江西吉安,808,HTTP
110.72.32.68,0.673秒,17-03-01 14:27,广西贵港,8123,HTTP
106.46.136.33,0.155秒,17-03-01 14:27,,808,HTTP
125.120.200.38,1.211秒,17-02-26 11:50,浙江杭州,808,HTTP
111.72.126.108,3.138秒,17-02-26 11:45,江西吉安,808,HTTP
106.46.136.55,0.178秒,17-02-26 21:43,,808,HTTP
123.169.89.38,0.925秒,17-02-26 21:42,山东淄博,808,HTTP
106.46.136.75,0.165秒,17-03-01 09:01,,808,HTTP
119.5.33.160,5.289秒,17-03-01 09:01,四川达州,808,HTTP
111.76.36.77,1.012秒,17-02-26 15:27,江西南昌,808,HTTP
171.38.135.218,3.665秒,17-02-26 15:27,广西钦州,8123,HTTP
110.73.3.163,0.257秒,17-02-27 08:00,广西防城港,8123,HTTP
182.88.231.13,1.282秒,17-02-27 07:54,广西南宁,8123,HTTP
125.121.118.248,0.291秒,17-02-27 04:31,浙江杭州,808,HTTP
122.7.212.152,1.454秒,17-02-27 04:27,山东莱芜,808,HTTP
125.121.118.26,0.542秒,17-02-27 00:21,浙江杭州,808,HTTP
125.118.78.16,0.247秒,17-02-27 00:09,浙江杭州,808,HTTP
106.46.136.195,3.172秒,17-02-28 22:26,,808,HTTP
106.46.136.161,0.209秒,17-02-28 22:25,,808,HTTP
125.121.117.133,0.336秒,17-02-27 21:18,浙江杭州,808,HTTP
60.189.134.227,0.176秒,17-02-27 21:10,浙江台州,808,HTTP
60.176.233.144,4.751秒,17-02-27 18:45,浙江杭州,808,HTTP
125.118.247.184,0.14秒,17-02-27 18:45,浙江杭州,808,HTTP
125.121.115.230,0.196秒,17-02-27 15:33,浙江杭州,808,HTTP
121.204.165.203,0.183秒,17-02-27 15:33,福建厦门,8118,HTTP
115.198.32.182,0.351秒,17-02-28 14:36,浙江杭州,808,HTTP
119.5.0.39,0.238秒,17-02-28 14:32,四川南充,808,HTTP
125.120.201.201,0.592秒,17-02-28 19:09,浙江杭州,808,HTTP
125.118.73.185,0.278秒,17-02-28 19:00,浙江杭州,808,HTTP
115.198.33.50,0.211秒,17-02-28 04:09,浙江杭州,808,HTTP
106.46.136.223,0.141秒,17-02-28 04:05,,808,HTTP
114.113.148.246,3.045秒,17-03-01 12:06,北京,808,HTTP
106.46.137.3,2.737秒,17-03-01 12:03,,808,HTTP
123.169.85.15,1.135秒,17-02-28 07:09,山东淄博,808,HTTP
60.176.233.182,0.393秒,17-02-28 07:09,浙江杭州,808,HTTP
125.122.116.195,0.375秒,17-03-01 05:46,浙江杭州,808,HTTP
113.69.252.213,1.191秒,17-03-01 05:40,广东佛山,808,HTTP
106.46.136.29,0.517秒,17-03-01 00:36,,808,HTTP
110.73.53.94,3.623秒,17-03-01 00:32,广西南宁,8123,HTTP
106.46.136.236,0.276秒,17-02-28 11:32,,808,HTTP
125.118.69.68,0.301秒,17-02-28 11:32,浙江杭州,808,HTTP
106.46.136.132,0.111秒,17-03-01 14:27,,808,HTTP
175.155.24.123,0.26秒,17-03-01 14:27,四川德阳,808,HTTP
125.120.8.114,0.17秒,17-02-26 11:42,浙江杭州,808,HTTP
114.236.0.5,2.44秒,17-02-26 11:38,江苏盐城,808,HTTP
125.120.11.75,6.024秒,17-02-26 21:36,浙江杭州,808,HTTP
115.46.79.192,6.85秒,17-02-26 21:36,广西南宁,8123,HTTP
121.31.49.245,6.531秒,17-03-01 09:01,广西南宁,8123,HTTP
171.37.132.167,6.538秒,17-03-01 09:01,广西,8123,HTTP
171.38.189.240,5.647秒,17-02-26 15:27,广西钦州,8123,HTTP
124.116.19.50,0.148秒,17-02-26 15:21,陕西铜川,8998,HTTP
110.73.1.248,7.902秒,17-02-27 07:54,广西防城港,8123,HTTP
125.121.113.1,0.371秒,17-02-27 07:52,浙江杭州,808,HTTP
125.122.58.155,2.67秒,17-02-27 04:27,浙江杭州,808,HTTP
60.176.234.127,0.303秒,17-02-27 04:20,浙江杭州,808,HTTP
115.204.28.109,0.343秒,17-02-27 00:03,浙江杭州,808,HTTP
223.11.126.106,0.1秒,17-02-27 00:01,山西,8998,HTTP
106.46.136.96,1.604秒,17-02-28 22:24,,808,HTTP
106.46.136.243,0.559秒,17-02-28 22:24,,808,HTTP
125.120.205.10,0.23秒,17-02-27 21:10,浙江杭州,808,HTTP
220.191.103.192,0.18秒,17-02-27 21:02,浙江杭州,808,HTTP
125.118.244.21,0.158秒,17-02-27 18:45,浙江杭州,808,HTTP
182.88.36.90,0.314秒,17-02-27 18:45,广西南宁,8123,HTTP
202.121.178.244,4.599秒,17-02-27 15:28,上海,80,HTTP
111.76.167.34,0.173秒,17-02-27 15:27,江西新余,808,HTTP
115.204.31.121,0.572秒,17-02-28 14:30,浙江杭州,808,HTTP
124.112.230.82,0.179秒,17-02-28 14:28,安徽宣城,8998,HTTP
125.121.119.221,0.873秒,17-02-28 18:54,浙江杭州,808,HTTP
218.86.128.12,0.291秒,17-02-28 18:54,贵州贵阳,8118,HTTP
115.198.35.146,3.285秒,17-02-28 04:05,浙江杭州,808,HTTP
114.99.22.7,0.349秒,17-02-28 04:02,安徽安庆,808,HTTP
106.46.136.150,0.106秒,17-03-01 12:02,,808,HTTP
125.118.147.215,0.721秒,17-03-01 12:00,浙江杭州,808,HTTP
115.204.29.40,0.812秒,17-02-28 07:09,浙江杭州,808,HTTP
60.176.233.85,4.778秒,17-02-28 07:09,浙江杭州,808,HTTP
175.155.24.28,0.535秒,17-03-01 05:23,四川德阳,808,HTTP
222.220.34.74,2.678秒,17-03-01 05:21,云南西双版纳州景洪,1337,HTTP
113.69.255.104,0.554秒,17-03-01 00:30,广东佛山,808,HTTP
123.169.87.43,0.186秒,17-03-01 00:27,山东淄博,808,HTTP
183.70.74.192,0.332秒,17-02-28 11:30,重庆,8998,HTTP
125.121.123.35,0.263秒,17-02-28 11:27,浙江杭州,808,HTTP
180.153.87.22,6.682秒,17-03-01 14:27,上海,18080,HTTP
106.46.136.176,0.605秒,17-03-01 14:26,,808,HTTP
125.120.11.211,0.315秒,17-02-26 11:37,浙江杭州,808,HTTP
125.121.121.95,0.724秒,17-02-26 11:36,浙江杭州,808,HTTP
220.191.14.5,0.614秒,17-02-26 21:33,浙江杭州,808,HTTP
106.46.136.167,1.568秒,17-02-26 21:30,,808,HTTP
125.122.168.126,0.531秒,17-03-01 08:55,浙江杭州,808,HTTP
111.76.133.237,3.309秒,17-03-01 08:54,江西新余,808,HTTP
175.155.25.35,0.209秒,17-02-26 15:20,四川德阳,808,HTTP
111.122.153.183,0.445秒,17-02-26 15:18,贵州黔南州龙里县,8998,HTTP
125.118.72.188,0.192秒,17-02-27 07:52,浙江杭州,808,HTTP
111.72.127.231,0.209秒,17-02-27 07:45,江西吉安,808,HTTP
115.204.26.93,0.529秒,17-02-27 04:20,浙江杭州,808,HTTP
220.191.103.106,0.212秒,17-02-27 04:11,浙江杭州,808,HTTP
125.121.121.73,1.417秒,17-02-27 00:00,浙江杭州,808,HTTP
125.121.119.157,0.278秒,17-02-26 23:54,浙江杭州,808,HTTP
106.46.136.112,0.58秒,17-02-28 22:21,,808,HTTP
111.155.116.195,0.41秒,17-02-28 22:18,北京,8123,HTTP
121.204.165.89,0.21秒,17-02-27 21:00,福建厦门,8118,HTTP
110.73.6.240,3.873秒,17-02-27 21:00,广西防城港,8123,HTTP
111.72.126.200,0.29秒,17-02-27 18:45,江西吉安,808,HTTP
125.118.77.216,0.243秒,17-02-27 18:36,浙江杭州,808,HTTP
111.72.126.182,1.181秒,17-02-27 15:27,江西吉安,808,HTTP
111.72.126.208,3.343秒,17-02-27 15:21,江西吉安,808,HTTP
113.123.77.8,4.214秒,17-02-28 14:28,山东滨州,808,HTTP
125.118.77.91,0.468秒,17-02-28 14:27,浙江杭州,808,HTTP
114.113.148.166,7.065秒,17-02-28 18:53,北京,808,HTTP
125.118.68.169,0.224秒,17-02-28 18:52,浙江杭州,808,HTTP
175.155.243.27,2.209秒,17-02-28 04:00,四川德阳,808,HTTP
125.118.78.249,0.38秒,17-02-28 04:00,浙江杭州,808,HTTP
183.128.243.198,0.392秒,17-03-01 12:00,浙江杭州,808,HTTP
125.118.148.162,3.834秒,17-03-01 11:54,浙江杭州,808,HTTP
220.191.102.233,0.643秒,17-02-28 07:02,浙江杭州,808,HTTP
125.72.125.14,2.343秒,17-02-28 07:01,青海西宁,808,HTTP
113.123.82.160,0.212秒,17-03-01 05:19,山东滨州,8998,HTTP
113.121.244.248,5.75秒,17-03-01 05:18,山东德州,808,HTTP
171.38.165.119,0.598秒,17-03-01 00:27,广西钦州,8123,HTTP
121.31.71.14,0.28秒,17-03-01 00:27,广西梧州,8123,HTTP
220.191.12.109,0.273秒,17-02-28 11:27,浙江杭州,808,HTTP
111.76.129.95,0.235秒,17-02-28 11:27,江西新余,808,HTTP
106.46.136.136,0.11秒,17-03-01 14:25,,808,HTTP
106.46.136.210,0.126秒,17-03-01 14:24,,808,HTTP
125.118.72.192,0.218秒,17-02-26 11:36,浙江杭州,808,HTTP
171.37.168.65,7.093秒,17-02-26 11:36,广西,8123,HTTP
113.123.76.5,0.194秒,17-02-26 21:30,山东滨州,808,HTTP
113.123.78.232,0.235秒,17-02-26 21:27,山东滨州,808,HTTP
114.55.107.2,0.154秒,17-03-01 08:47,北京,8080,HTTP
106.46.136.159,0.109秒,17-03-01 08:41,,808,HTTP
125.118.78.26,0.562秒,17-02-26 15:18,浙江杭州,808,HTTP
125.121.119.46,1.507秒,17-02-26 15:18,浙江杭州,808,HTTP
61.178.33.172,4.563秒,17-02-27 07:43,甘肃兰州,8998,HTTP
125.120.206.154,0.345秒,17-02-27 07:41,浙江杭州,808,HTTP
60.176.236.127,0.246秒,17-02-27 04:10,浙江杭州,808,HTTP
125.122.118.14,0.343秒,17-02-27 04:10,浙江杭州,808,HTTP
59.32.95.117,2.509秒,17-02-26 23:45,广东梅州,808,HTTP
125.122.170.241,0.228秒,17-02-26 23:45,浙江杭州,808,HTTP
125.118.145.246,0.444秒,17-02-28 22:18,浙江杭州,808,HTTP
60.176.235.168,5.31秒,17-02-28 22:18,浙江杭州,808,HTTP
106.46.136.247,1.788秒,17-02-27 21:00,,808,HTTP
106.46.136.137,3.151秒,17-02-27 21:00,,808,HTTP
60.176.233.109,0.261秒,17-02-27 18:35,浙江杭州,808,HTTP
125.118.246.8,2.091秒,17-02-27 18:34,浙江杭州,808,HTTP
60.188.54.0,0.169秒,17-02-27 15:18,浙江台州,808,HTTP
115.204.31.52,0.537秒,17-02-27 15:18,浙江杭州,808,HTTP
171.38.64.229,0.372秒,17-02-28 14:27,广西玉林,8123,HTTP
125.120.204.134,3.437秒,17-02-28 14:27,浙江杭州,808,HTTP
122.236.179.62,0.21秒,17-02-28 18:51,浙江绍兴,8998,HTTP
106.46.136.165,3.541秒,17-02-28 18:50,,808,HTTP
114.229.44.76,4.24秒,17-02-28 03:58,江苏镇江,8998,HTTP
125.120.9.120,7.744秒,17-02-28 03:54,浙江杭州,808,HTTP
121.196.211.54,3.085秒,17-03-01 11:46,北京,8080,HTTP
115.198.33.49,0.637秒,17-03-01 11:45,浙江杭州,808,HTTP
175.155.24.58,0.244秒,17-02-28 07:01,四川德阳,808,HTTP
125.118.149.48,0.542秒,17-02-28 06:55,浙江杭州,808,HTTP
119.5.0.21,0.27秒,17-03-01 05:10,四川南充,808,HTTP
171.38.97.219,5.475秒,17-03-01 05:09,广西玉林,8123,HTTP
182.88.83.36,1.55秒,17-03-01 00:27,广西南宁,8123,HTTP
171.39.40.149,0.26秒,17-03-01 00:27,广西百色,8123,HTTP
110.73.3.177,1.346秒,17-02-28 11:27,广西防城港,8123,HTTP
125.121.121.105,2.133秒,17-02-28 11:27,浙江杭州,808,HTTP
106.46.136.123,2.09秒,17-03-01 14:24,,808,HTTP
60.176.42.167,3.906秒,17-03-01 14:23,浙江杭州,80,HTTP
106.46.136.230,0.117秒,17-02-26 11:30,,808,HTTP
125.120.200.64,0.214秒,17-02-26 11:30,浙江杭州,808,HTTP
175.155.224.2,0.28秒,17-02-26 21:27,四川德阳,808,HTTP
125.121.123.158,1.045秒,17-02-26 21:22,浙江杭州,808,HTTP
115.204.31.46,0.38秒,17-03-01 08:36,浙江杭州,808,HTTP
125.120.8.100,0.357秒,17-03-01 08:36,浙江杭州,808,HTTP
125.121.121.157,0.335秒,17-02-26 15:18,浙江杭州,808,HTTP
220.191.103.231,0.335秒,17-02-26 15:18,浙江杭州,808,HTTP
111.72.127.145,0.793秒,17-02-27 07:36,江西吉安,808,HTTP
125.118.149.120,0.262秒,17-02-27 07:35,浙江杭州,808,HTTP
175.155.241.251,0.235秒,17-02-27 04:01,四川德阳,808,HTTP
60.176.232.102,1.217秒,17-02-27 04:00,浙江杭州,808,HTTP
125.122.118.131,2.307秒,17-02-26 23:42,浙江杭州,808,HTTP
111.72.126.197,0.258秒,17-02-26 23:40,江西吉安,808,HTTP
125.120.10.115,0.219秒,17-02-28 22:18,浙江杭州,808,HTTP
106.46.136.52,0.171秒,17-02-28 22:18,,808,HTTP
106.46.136.129,0.682秒,17-02-27 20:55,,808,HTTP
222.80.73.172,0.4秒,17-02-27 20:55,新疆喀什,8998,HTTP
125.120.205.197,0.18秒,17-02-27 18:33,浙江杭州,808,HTTP
110.72.20.37,7.085秒,17-02-27 18:31,广西贵港,8123,HTTP
106.46.4.132,7.774秒,17-02-27 15:09,,808,HTTP
106.46.136.79,0.185秒,17-02-27 15:02,,808,HTTP
106.46.136.116,3.131秒,17-02-28 14:20,,808,HTTP
220.191.100.185,0.22秒,17-02-28 14:20,浙江杭州,808,HTTP
125.121.123.234,2.723秒,17-02-28 18:45,浙江杭州,808,HTTP
125.118.246.160,3.112秒,17-02-28 18:45,浙江杭州,808,HTTP
111.72.126.53,5.003秒,17-02-28 03:54,江西吉安,808,HTTP
125.122.118.133,0.24秒,17-02-28 03:52,浙江杭州,808,HTTP
125.118.75.72,1.786秒,17-03-01 11:40,浙江杭州,808,HTTP
183.159.9.111,3.043秒,17-03-01 11:36,浙江杭州,80,HTTP
60.176.238.52,3.581秒,17-02-28 06:55,浙江杭州,808,HTTP
125.118.79.15,0.702秒,17-02-28 06:55,浙江杭州,808,HTTP
125.120.8.165,3.863秒,17-03-01 05:05,浙江杭州,808,HTTP
115.204.28.37,1.314秒,17-03-01 05:04,浙江杭州,808,HTTP
171.38.43.119,2.868秒,17-03-01 00:27,广西玉林,8123,HTTP
220.191.12.161,0.797秒,17-03-01 00:27,浙江杭州,808,HTTP
111.72.126.203,0.321秒,17-02-28 11:27,江西吉安,808,HTTP
125.121.117.180,3.556秒,17-02-28 11:27,浙江杭州,808,HTTP
106.46.136.20,0.153秒,17-03-01 14:23,,808,HTTP
183.152.171.83,1.537秒,17-03-01 14:22,浙江舟山,3128,HTTP
125.120.10.137,0.218秒,17-02-26 11:30,浙江杭州,808,HTTP
125.120.207.142,0.189秒,17-02-26 11:30,浙江杭州,808,HTTP
182.99.178.248,0.199秒,17-02-26 21:21,江西南昌,8998,HTTP
125.118.73.115,5.796秒,17-02-26 21:18,浙江杭州,808,HTTP
113.69.60.175,7.508秒,17-03-01 08:31,广东佛山,808,HTTP
106.46.136.5,6.54秒,17-03-01 08:30,,808,HTTP
125.118.75.29,1.555秒,17-02-26 15:10,浙江杭州,808,HTTP
125.121.113.136,0.402秒,17-02-26 15:10,浙江杭州,808,HTTP
202.116.6.196,4.538秒,17-02-27 07:31,广东广州,8686,HTTP
220.191.103.123,0.249秒,17-02-27 07:30,浙江杭州,808,HTTP
58.208.173.41,7.481秒,17-02-27 04:00,江苏苏州,8998,HTTP
111.72.126.159,4.768秒,17-02-27 03:54,江西吉安,808,HTTP
111.72.126.170,6.712秒,17-02-26 23:36,江西吉安,808,HTTP
111.72.127.136,0.743秒,17-02-26 23:36,江西吉安,808,HTTP
106.46.136.240,0.135秒,17-02-28 22:13,,808,HTTP
106.46.136.6,0.407秒,17-02-28 22:13,,808,HTTP
60.176.238.164,0.434秒,17-02-27 20:55,浙江杭州,808,HTTP
125.122.170.218,6.914秒,17-02-27 20:50,浙江杭州,808,HTTP
121.31.156.177,1.306秒,17-02-27 18:27,广西北海,8123,HTTP
111.72.245.42,0.623秒,17-02-27 18:27,江西鹰潭,808,HTTP
110.73.5.35,0.325秒,17-02-27 15:00,广西防城港,8123,HTTP
58.208.159.199,0.201秒,17-02-27 14:55,江苏苏州,8998,HTTP
113.123.79.69,0.27秒,17-02-28 14:20,山东滨州,808,HTTP
113.123.78.205,0.187秒,17-02-28 14:20,山东滨州,808,HTTP
106.46.136.160,0.171秒,17-02-28 18:44,,808,HTTP
115.198.37.132,0.332秒,17-02-28 18:43,浙江杭州,808,HTTP
